time,open,high,low,close,volume
2024-02-28T19:19:00.000,1.08334,1.08337,1.083315,1.083335,91.0
2024-02-28T19:20:00.000,1.083335,1.083345,1.08323,1.08323,103.0
2024-02-28T19:21:00.000,1.083245,1.083285,1.08322,1.08327,107.0
2024-02-28T19:22:00.000,1.083275,1.0833,1.08326,1.08329,97.0
2024-02-28T19:23:00.000,1.0833,1.08332,1.083255,1.083255,101.0
2024-02-28T19:24:00.000,1.083255,1.08338,1.083255,1.08337,102.0
2024-02-28T19:25:00.000,1.08337,1.0834,1.08333,1.08336,97.0
2024-02-28T19:26:00.000,1.083355,1.08336,1.08327,1.083345,112.0
2024-02-28T19:27:00.000,1.083345,1.08338,1.08328,1.083305,107.0
2024-02-28T19:28:00.000,1.083295,1.0833,1.08326,1.08328,104.0
2024-02-28T19:29:00.000,1.08327,1.083335,1.083245,1.083295,108.0
2024-02-28T19:30:00.000,1.08331,1.08334,1.08326,1.08328,110.0
2024-02-28T19:31:00.000,1.08328,1.083285,1.083175,1.08324,111.0
2024-02-28T19:32:00.000,1.08325,1.08331,1.08321,1.083265,109.0
2024-02-28T19:33:00.000,1.083265,1.083365,1.083265,1.08333,109.0
2024-02-28T19:34:00.000,1.08334,1.08346,1.083325,1.083405,114.0
2024-02-28T19:35:00.000,1.083415,1.08353,1.08339,1.083525,106.0
2024-02-28T19:36:00.000,1.083515,1.08358,1.08351,1.08356,103.0
2024-02-28T19:37:00.000,1.083565,1.08358,1.08352,1.08355,110.0
2024-02-28T19:38:00.000,1.08355,1.083605,1.08353,1.083575,114.0
2024-02-28T19:39:00.000,1.083575,1.083605,1.083555,1.083585,112.0
2024-02-28T19:40:00.000,1.083585,1.083605,1.083515,1.08352,117.0
2024-02-28T19:41:00.000,1.08352,1.083555,1.08348,1.083525,108.0
2024-02-28T19:42:00.000,1.083525,1.083595,1.083495,1.083595,106.0
2024-02-28T19:43:00.000,1.0836,1.083615,1.083575,1.0836,108.0
2024-02-28T19:44:00.000,1.0836,1.083605,1.083515,1.083555,107.0
2024-02-28T19:45:00.000,1.083565,1.0836,1.08354,1.083585,112.0
2024-02-28T19:46:00.000,1.083595,1.08365,1.08356,1.08359,109.0
2024-02-28T19:47:00.000,1.08359,1.083605,1.083515,1.08354,114.0
2024-02-28T19:48:00.000,1.08354,1.0836,1.08353,1.08358,107.0
2024-02-28T19:49:00.000,1.08359,1.08366,1.08357,1.08364,114.0
2024-02-28T19:50:00.000,1.083645,1.083685,1.083605,1.083625,99.0
2024-02-28T19:51:00.000,1.083635,1.083645,1.083565,1.08363,101.0
2024-02-28T19:52:00.000,1.08363,1.08365,1.083585,1.08359,106.0
2024-02-28T19:53:00.000,1.08359,1.083695,1.08358,1.08367,102.0
2024-02-28T19:54:00.000,1.083675,1.08369,1.083645,1.08367,90.0
2024-02-28T19:55:00.000,1.08367,1.083695,1.083515,1.08352,104.0
2024-02-28T19:56:00.000,1.083515,1.08359,1.08351,1.08353,108.0
2024-02-28T19:57:00.000,1.083535,1.08359,1.083455,1.08359,116.0
2024-02-28T19:58:00.000,1.08359,1.083605,1.08353,1.08355,111.0
2024-02-28T19:59:00.000,1.08356,1.08359,1.08352,1.08355,106.0
2024-02-28T20:00:00.000,1.08354,1.083545,1.08349,1.083505,116.0
2024-02-28T20:01:00.000,1.083505,1.08352,1.08337,1.08344,108.0
2024-02-28T20:02:00.000,1.08342,1.083495,1.08341,1.08348,110.0
2024-02-28T20:03:00.000,1.08348,1.08352,1.08344,1.083475,98.0
2024-02-28T20:04:00.000,1.08348,1.083525,1.08346,1.083465,103.0
2024-02-28T20:05:00.000,1.08348,1.08358,1.08348,1.083525,107.0
2024-02-28T20:06:00.000,1.08352,1.08354,1.083415,1.08343,106.0
2024-02-28T20:07:00.000,1.083435,1.083465,1.083405,1.083435,105.0
2024-02-28T20:08:00.000,1.083435,1.08346,1.083405,1.083425,116.0
2024-02-28T20:09:00.000,1.083425,1.083485,1.08342,1.083475,103.0
2024-02-28T20:10:00.000,1.08347,1.08349,1.08341,1.08347,102.0
2024-02-28T20:11:00.000,1.083465,1.083465,1.08341,1.08342,105.0
2024-02-28T20:12:00.000,1.08342,1.0835,1.08341,1.08347,104.0
2024-02-28T20:13:00.000,1.08347,1.083495,1.08342,1.083475,99.0
2024-02-28T20:14:00.000,1.08347,1.08348,1.083405,1.08342,105.0
2024-02-28T20:15:00.000,1.08342,1.083445,1.08338,1.0834,117.0
2024-02-28T20:16:00.000,1.083405,1.083535,1.083405,1.08349,107.0
2024-02-28T20:17:00.000,1.083485,1.08363,1.083475,1.083625,106.0
2024-02-28T20:18:00.000,1.08363,1.0837,1.083625,1.08368,104.0
2024-02-28T20:19:00.000,1.08368,1.083695,1.083605,1.083615,111.0
2024-02-28T20:20:00.000,1.08361,1.08364,1.08361,1.083635,112.0
2024-02-28T20:21:00.000,1.083645,1.08365,1.083555,1.083595,106.0
2024-02-28T20:22:00.000,1.083595,1.083615,1.08346,1.08348,109.0
2024-02-28T20:23:00.000,1.083485,1.08352,1.083415,1.083415,96.0
2024-02-28T20:24:00.000,1.083405,1.08354,1.0834,1.08354,114.0
2024-02-28T20:25:00.000,1.08354,1.08354,1.083455,1.08346,108.0
2024-02-28T20:26:00.000,1.08346,1.08354,1.083455,1.08353,108.0
2024-02-28T20:27:00.000,1.08353,1.083545,1.08347,1.083535,105.0
2024-02-28T20:28:00.000,1.08353,1.0836,1.08351,1.08353,106.0
2024-02-28T20:29:00.000,1.083525,1.083565,1.08349,1.083515,106.0
2024-02-28T20:30:00.000,1.083505,1.08364,1.08347,1.08361,109.0
2024-02-28T20:31:00.000,1.08361,1.083645,1.083605,1.08364,104.0
2024-02-28T20:32:00.000,1.08364,1.08364,1.083565,1.08359,111.0
2024-02-28T20:33:00.000,1.0836,1.083625,1.08357,1.08361,107.0
2024-02-28T20:34:00.000,1.08362,1.083645,1.083595,1.08361,98.0
2024-02-28T20:35:00.000,1.08362,1.083735,1.08359,1.083735,112.0
2024-02-28T20:36:00.000,1.083755,1.083815,1.083745,1.08378,116.0
2024-02-28T20:37:00.000,1.08378,1.08382,1.083755,1.08382,110.0
2024-02-28T20:38:00.000,1.083815,1.083835,1.08371,1.08373,109.0
2024-02-28T20:39:00.000,1.08374,1.08378,1.083705,1.08372,108.0
2024-02-28T20:40:00.000,1.08372,1.08376,1.08366,1.083665,113.0
2024-02-28T20:41:00.000,1.083665,1.083685,1.08362,1.08365,107.0
2024-02-28T20:42:00.000,1.08365,1.083685,1.083615,1.083625,113.0
2024-02-28T20:43:00.000,1.08363,1.083685,1.08358,1.083585,110.0
2024-02-28T20:44:00.000,1.083585,1.08362,1.083455,1.08349,108.0
2024-02-28T20:45:00.000,1.08349,1.083505,1.083355,1.08338,101.0
2024-02-28T20:46:00.000,1.08337,1.08338,1.083265,1.083305,107.0
2024-02-28T20:47:00.000,1.083305,1.08333,1.083255,1.083265,97.0
2024-02-28T20:48:00.000,1.08327,1.08331,1.083265,1.083275,102.0
2024-02-28T20:49:00.000,1.08328,1.08331,1.08326,1.083265,106.0
2024-02-28T20:50:00.000,1.08326,1.083285,1.083205,1.08324,112.0
2024-02-28T20:51:00.000,1.08325,1.08339,1.083215,1.08336,113.0
2024-02-28T20:52:00.000,1.08336,1.08346,1.08334,1.083435,101.0
2024-02-28T20:53:00.000,1.08344,1.08345,1.0834,1.08344,106.0
2024-02-28T20:54:00.000,1.08344,1.083475,1.08341,1.08347,98.0
2024-02-28T20:55:00.000,1.083465,1.083465,1.083355,1.08338,89.0
2024-02-28T20:56:00.000,1.08337,1.083385,1.08331,1.083355,101.0
2024-02-28T20:57:00.000,1.083355,1.083355,1.08327,1.08333,106.0
2024-02-28T20:58:00.000,1.08333,1.083345,1.083275,1.083305,117.0
2024-02-28T20:59:00.000,1.08331,1.08333,1.08327,1.083305,109.0
2024-02-28T21:00:00.000,1.08331,1.08333,1.083035,1.083055,110.0
2024-02-28T21:01:00.000,1.083055,1.08329,1.083055,1.083285,112.0
2024-02-28T21:02:00.000,1.083295,1.0834,1.08317,1.08334,116.0
2024-02-28T21:03:00.000,1.08334,1.08344,1.083305,1.083385,114.0
2024-02-28T21:04:00.000,1.083385,1.083495,1.08333,1.083495,107.0
2024-02-28T21:05:00.000,1.08349,1.083555,1.08346,1.083525,104.0
2024-02-28T21:06:00.000,1.08353,1.08362,1.08347,1.083515,114.0
2024-02-28T21:07:00.000,1.083525,1.083625,1.08351,1.083625,98.0
2024-02-28T21:08:00.000,1.08362,1.08375,1.08362,1.083685,105.0
2024-02-28T21:09:00.000,1.083685,1.08382,1.083675,1.08382,117.0
2024-02-28T21:10:00.000,1.08382,1.08382,1.083675,1.08369,118.0
2024-02-28T21:11:00.000,1.08369,1.08371,1.083615,1.08371,110.0
2024-02-28T21:12:00.000,1.083715,1.08373,1.083645,1.08368,112.0
2024-02-28T21:13:00.000,1.08369,1.083735,1.083635,1.083735,112.0
2024-02-28T21:14:00.000,1.083735,1.0838,1.083635,1.08364,100.0
2024-02-28T21:15:00.000,1.08364,1.083665,1.08351,1.083575,108.0
2024-02-28T21:16:00.000,1.08357,1.083595,1.08341,1.083465,102.0
2024-02-28T21:17:00.000,1.08347,1.083645,1.08344,1.0836,109.0
2024-02-28T21:18:00.000,1.0836,1.0836,1.083465,1.083555,112.0
2024-02-28T21:19:00.000,1.083545,1.08355,1.083465,1.08353,114.0
2024-02-28T21:20:00.000,1.08353,1.083555,1.08348,1.083485,102.0
2024-02-28T21:21:00.000,1.083455,1.08356,1.08343,1.08354,108.0
2024-02-28T21:22:00.000,1.08354,1.0837,1.083525,1.08359,101.0
2024-02-28T21:23:00.000,1.083595,1.083605,1.083455,1.08347,103.0
2024-02-28T21:24:00.000,1.083475,1.083495,1.08337,1.08344,106.0
2024-02-28T21:25:00.000,1.08344,1.08345,1.083285,1.08329,111.0
2024-02-28T21:26:00.000,1.08328,1.08328,1.08317,1.083225,115.0
2024-02-28T21:27:00.000,1.08323,1.083255,1.08317,1.083175,115.0
2024-02-28T21:28:00.000,1.083175,1.08332,1.083155,1.083305,107.0
2024-02-28T21:29:00.000,1.083295,1.083335,1.083265,1.0833,104.0
2024-02-28T21:30:00.000,1.0833,1.083345,1.08321,1.083295,115.0
2024-02-28T21:31:00.000,1.083295,1.083335,1.08323,1.083255,114.0
2024-02-28T21:32:00.000,1.08325,1.08343,1.083195,1.083415,113.0
2024-02-28T21:33:00.000,1.083415,1.083435,1.083275,1.08333,111.0
2024-02-28T21:34:00.000,1.08333,1.083455,1.083295,1.083395,109.0
2024-02-28T21:35:00.000,1.083395,1.083405,1.083155,1.083165,112.0
2024-02-28T21:36:00.000,1.083165,1.0833,1.083145,1.08328,116.0
2024-02-28T21:37:00.000,1.083275,1.08336,1.083225,1.08335,113.0
2024-02-28T21:38:00.000,1.083345,1.083505,1.08333,1.08345,98.0
2024-02-28T21:39:00.000,1.08345,1.08351,1.083335,1.08336,110.0
2024-02-28T21:40:00.000,1.08336,1.083435,1.083275,1.083405,109.0
2024-02-28T21:41:00.000,1.0834,1.08347,1.083355,1.08337,107.0
2024-02-28T21:42:00.000,1.08338,1.083445,1.08336,1.08343,106.0
2024-02-28T21:43:00.000,1.083435,1.0835,1.083385,1.083425,106.0
2024-02-28T21:44:00.000,1.08342,1.083535,1.08336,1.083535,119.0
2024-02-28T21:45:00.000,1.08354,1.083955,1.08354,1.083615,117.0
2024-02-28T21:46:00.000,1.083615,1.083795,1.08354,1.083555,117.0
2024-02-28T21:47:00.000,1.083565,1.083575,1.083165,1.083185,117.0
2024-02-28T21:48:00.000,1.08318,1.08326,1.08302,1.08317,116.0
2024-02-28T21:49:00.000,1.08317,1.08324,1.08304,1.083065,114.0
2024-02-28T21:50:00.000,1.08306,1.083065,1.082785,1.08282,112.0
2024-02-28T21:51:00.000,1.082825,1.083085,1.082755,1.083065,116.0
2024-02-28T21:52:00.000,1.08306,1.08306,1.08277,1.082965,116.0
2024-02-28T21:53:00.000,1.08296,1.08314,1.08296,1.083065,115.0
2024-02-28T21:54:00.000,1.08308,1.08311,1.082935,1.082965,109.0
2024-02-28T21:55:00.000,1.082965,1.083015,1.082735,1.08275,114.0
2024-02-28T21:56:00.000,1.08274,1.08286,1.082685,1.082795,115.0
2024-02-28T21:57:00.000,1.0828,1.0828,1.082595,1.08266,115.0
2024-02-28T21:58:00.000,1.082655,1.082875,1.082655,1.082815,119.0
2024-02-28T21:59:00.000,1.08281,1.08289,1.08277,1.082875,119.0
2024-02-28T22:00:00.000,1.082865,1.08352,1.08283,1.0835,116.0
2024-02-28T22:01:00.000,1.083505,1.083815,1.08337,1.0838,115.0
2024-02-28T22:02:00.000,1.083795,1.084035,1.08377,1.084015,114.0
2024-02-28T22:03:00.000,1.084015,1.0842,1.08399,1.084145,120.0
2024-02-28T22:04:00.000,1.08414,1.084185,1.083805,1.08385,117.0
2024-02-28T22:05:00.000,1.083855,1.083945,1.083815,1.08382,115.0
2024-02-28T22:06:00.000,1.08383,1.08395,1.08374,1.08393,113.0
2024-02-28T22:07:00.000,1.083935,1.084105,1.08392,1.08401,118.0
2024-02-28T22:08:00.000,1.08401,1.084015,1.083875,1.08396,115.0
2024-02-28T22:09:00.000,1.08397,1.0841,1.08394,1.084,120.0
2024-02-28T22:10:00.000,1.084005,1.08401,1.08382,1.08384,116.0
2024-02-28T22:11:00.000,1.08384,1.083975,1.08369,1.08375,121.0
2024-02-28T22:12:00.000,1.083755,1.08382,1.08362,1.083745,117.0
2024-02-28T22:13:00.000,1.08375,1.08395,1.08375,1.08382,109.0
2024-02-28T22:14:00.000,1.08382,1.08411,1.083795,1.084045,120.0
2024-02-28T22:15:00.000,1.084045,1.084205,1.08401,1.0842,117.0
2024-02-28T22:16:00.000,1.0842,1.08444,1.08415,1.08444,117.0
2024-02-28T22:17:00.000,1.084435,1.08469,1.08439,1.08461,119.0
2024-02-28T22:18:00.000,1.084605,1.08469,1.08458,1.084605,115.0
2024-02-28T22:19:00.000,1.08461,1.084705,1.08461,1.08466,113.0
2024-02-28T22:20:00.000,1.08467,1.084695,1.084525,1.08453,115.0
2024-02-28T22:21:00.000,1.08454,1.084695,1.08453,1.08464,113.0
2024-02-28T22:22:00.000,1.084635,1.084705,1.08458,1.084685,117.0
2024-02-28T22:23:00.000,1.084695,1.08475,1.08445,1.084485,117.0
2024-02-28T22:24:00.000,1.08448,1.084655,1.08439,1.084585,117.0
2024-02-28T22:25:00.000,1.084585,1.08473,1.084545,1.08464,113.0
2024-02-28T22:26:00.000,1.084635,1.084645,1.084325,1.08434,112.0
2024-02-28T22:27:00.000,1.084345,1.084385,1.084285,1.084305,109.0
2024-02-28T22:28:00.000,1.08431,1.08443,1.084245,1.084355,111.0
2024-02-28T22:29:00.000,1.084355,1.084445,1.08434,1.08443,111.0
2024-02-28T22:30:00.000,1.084425,1.084575,1.084345,1.084355,116.0
2024-02-28T22:31:00.000,1.084345,1.08446,1.0843,1.08445,114.0
2024-02-28T22:32:00.000,1.084455,1.08451,1.084395,1.0845,116.0
2024-02-28T22:33:00.000,1.08449,1.08459,1.08446,1.0845,115.0
2024-02-28T22:34:00.000,1.0845,1.0846,1.084475,1.084505,111.0
2024-02-28T22:35:00.000,1.084495,1.084605,1.08446,1.08452,111.0
2024-02-28T22:36:00.000,1.084515,1.084615,1.084485,1.084595,115.0
2024-02-28T22:37:00.000,1.084605,1.08474,1.08459,1.08466,111.0
2024-02-28T22:38:00.000,1.084655,1.084685,1.08443,1.08443,109.0
2024-02-28T22:39:00.000,1.08442,1.08459,1.08439,1.084575,116.0
2024-02-28T22:40:00.000,1.084585,1.08467,1.084475,1.084575,115.0
2024-02-28T22:41:00.000,1.084585,1.084655,1.08456,1.08463,116.0
2024-02-28T22:42:00.000,1.084625,1.084625,1.08446,1.084535,111.0
2024-02-28T22:43:00.000,1.084525,1.084545,1.08441,1.084485,117.0
2024-02-28T22:44:00.000,1.08449,1.08464,1.08446,1.0846,112.0
2024-02-28T22:45:00.000,1.08459,1.08464,1.084575,1.08458,97.0
2024-02-28T22:46:00.000,1.084585,1.08463,1.08452,1.08453,107.0
2024-02-28T22:47:00.000,1.08454,1.084585,1.08443,1.084495,115.0
2024-02-28T22:48:00.000,1.08449,1.08457,1.08446,1.084525,114.0
2024-02-28T22:49:00.000,1.084515,1.08459,1.084475,1.08451,111.0
2024-02-28T22:50:00.000,1.084525,1.084595,1.084525,1.08457,115.0
2024-02-28T22:51:00.000,1.08457,1.0846,1.084255,1.084275,112.0
2024-02-28T22:52:00.000,1.08427,1.084325,1.08415,1.08429,111.0
2024-02-28T22:53:00.000,1.084315,1.084335,1.084105,1.08411,103.0
2024-02-28T22:54:00.000,1.0841,1.08426,1.084005,1.084025,109.0
2024-02-28T22:55:00.000,1.08402,1.084195,1.08392,1.08414,114.0
2024-02-28T22:56:00.000,1.08413,1.08413,1.083705,1.083705,119.0
2024-02-28T22:57:00.000,1.083705,1.083705,1.083465,1.083605,114.0
2024-02-28T22:58:00.000,1.0836,1.0838,1.083545,1.0837,118.0
2024-02-28T22:59:00.000,1.08369,1.08393,1.08369,1.08378,120.0
2024-02-28T23:00:00.000,1.08378,1.08432,1.08376,1.08428,117.0
2024-02-28T23:01:00.000,1.08428,1.08468,1.084155,1.084675,113.0
2024-02-28T23:02:00.000,1.084675,1.08502,1.084675,1.084985,118.0
2024-02-28T23:03:00.000,1.08499,1.08503,1.084725,1.084725,112.0
2024-02-28T23:04:00.000,1.084705,1.08484,1.084565,1.08458,116.0
2024-02-28T23:05:00.000,1.084575,1.084815,1.08451,1.084815,119.0
2024-02-28T23:06:00.000,1.08482,1.084905,1.084715,1.08484,111.0
2024-02-28T23:07:00.000,1.084845,1.0852,1.0848,1.085085,118.0
2024-02-28T23:08:00.000,1.085085,1.085085,1.084925,1.08499,112.0
2024-02-28T23:09:00.000,1.084995,1.08501,1.084855,1.08489,116.0
2024-02-28T23:10:00.000,1.08488,1.08488,1.084725,1.084755,115.0
2024-02-28T23:11:00.000,1.084755,1.084905,1.084755,1.084875,108.0
2024-02-28T23:12:00.000,1.08488,1.084985,1.084855,1.084865,115.0
2024-02-28T23:13:00.000,1.08486,1.084865,1.08464,1.08473,113.0
2024-02-28T23:14:00.000,1.08473,1.08473,1.084555,1.08469,114.0
2024-02-28T23:15:00.000,1.084675,1.08481,1.084565,1.08479,113.0
2024-02-28T23:16:00.000,1.084795,1.084825,1.08465,1.084715,113.0
2024-02-28T23:17:00.000,1.08472,1.08476,1.08461,1.084645,108.0
2024-02-28T23:18:00.000,1.084645,1.08469,1.084505,1.084665,109.0
2024-02-28T23:19:00.000,1.084665,1.084855,1.084665,1.084855,116.0
2024-02-28T23:20:00.000,1.084855,1.085045,1.084855,1.08492,109.0
2024-02-28T23:21:00.000,1.08492,1.08502,1.08479,1.084875,116.0
2024-02-28T23:22:00.000,1.08488,1.08496,1.084795,1.08484,115.0
2024-02-28T23:23:00.000,1.08484,1.08496,1.084785,1.08487,107.0
2024-02-28T23:24:00.000,1.08487,1.084915,1.08483,1.084915,108.0
2024-02-28T23:25:00.000,1.084915,1.08497,1.084595,1.0846,115.0
2024-02-28T23:26:00.000,1.084605,1.0848,1.084595,1.0848,113.0
2024-02-28T23:27:00.000,1.084795,1.084805,1.084585,1.08465,114.0
2024-02-28T23:28:00.000,1.084655,1.08475,1.08462,1.08467,106.0
2024-02-28T23:29:00.000,1.08466,1.084675,1.08453,1.0846,110.0
2024-02-28T23:30:00.000,1.084605,1.0847,1.084575,1.084605,110.0
2024-02-28T23:31:00.000,1.08461,1.08462,1.08444,1.084575,105.0
2024-02-28T23:32:00.000,1.084595,1.084735,1.08456,1.084665,115.0
2024-02-28T23:33:00.000,1.084655,1.084665,1.08455,1.084595,112.0
2024-02-28T23:34:00.000,1.084595,1.084715,1.084545,1.08464,119.0
2024-02-28T23:35:00.000,1.08463,1.08466,1.084465,1.08451,113.0
2024-02-28T23:36:00.000,1.0845,1.084535,1.08443,1.084445,110.0
2024-02-28T23:37:00.000,1.084435,1.08445,1.08436,1.08444,110.0
2024-02-28T23:38:00.000,1.084435,1.08446,1.08431,1.08432,110.0
2024-02-28T23:39:00.000,1.08432,1.084535,1.08429,1.08453,110.0
2024-02-28T23:40:00.000,1.08453,1.084655,1.08452,1.08461,114.0
2024-02-28T23:41:00.000,1.084605,1.084635,1.08443,1.084455,112.0
2024-02-28T23:42:00.000,1.08445,1.0845,1.084395,1.08443,114.0
2024-02-28T23:43:00.000,1.08442,1.08457,1.0844,1.084565,117.0
2024-02-28T23:44:00.000,1.084555,1.084695,1.08452,1.084695,113.0
2024-02-28T23:45:00.000,1.08469,1.084765,1.084685,1.08476,112.0
2024-02-28T23:46:00.000,1.08477,1.08477,1.08468,1.08475,104.0
2024-02-28T23:47:00.000,1.08475,1.08486,1.084695,1.084815,116.0
2024-02-28T23:48:00.000,1.084815,1.08491,1.084785,1.084875,109.0
2024-02-28T23:49:00.000,1.084875,1.08503,1.08487,1.08503,119.0
2024-02-28T23:50:00.000,1.08502,1.085215,1.085015,1.08516,116.0
2024-02-28T23:51:00.000,1.08516,1.08516,1.08498,1.08504,109.0
2024-02-28T23:52:00.000,1.08504,1.0851,1.084985,1.08503,116.0
2024-02-28T23:53:00.000,1.085025,1.085195,1.085025,1.085135,115.0
2024-02-28T23:54:00.000,1.08513,1.085195,1.085065,1.085135,112.0
2024-02-28T23:55:00.000,1.08514,1.08515,1.08495,1.08501,112.0
2024-02-28T23:56:00.000,1.08501,1.085145,1.084945,1.085065,113.0
2024-02-28T23:57:00.000,1.08507,1.0851,1.08487,1.084925,117.0
2024-02-28T23:58:00.000,1.084925,1.085045,1.08491,1.085035,112.0
2024-02-28T23:59:00.000,1.08504,1.08509,1.084965,1.08504,112.0
2024-02-29T00:00:00.000,1.08504,1.08527,1.085035,1.0852,109.0
2024-02-29T00:01:00.000,1.085205,1.08525,1.085135,1.085235,114.0
2024-02-29T00:02:00.000,1.085225,1.0853,1.085095,1.085095,111.0
2024-02-29T00:03:00.000,1.085115,1.08525,1.085095,1.085235,120.0
2024-02-29T00:04:00.000,1.085245,1.08527,1.085095,1.085175,113.0
2024-02-29T00:05:00.000,1.08518,1.08525,1.085125,1.085135,113.0
2024-02-29T00:06:00.000,1.08516,1.08521,1.085095,1.085185,111.0
2024-02-29T00:07:00.000,1.08517,1.085255,1.085145,1.08523,108.0
2024-02-29T00:08:00.000,1.08523,1.085385,1.085205,1.085295,119.0
2024-02-29T00:09:00.000,1.085285,1.08531,1.085115,1.085115,112.0
2024-02-29T00:10:00.000,1.08512,1.08512,1.084955,1.085005,112.0
2024-02-29T00:11:00.000,1.085005,1.08523,1.085005,1.085225,116.0
2024-02-29T00:12:00.000,1.085225,1.085305,1.08511,1.0852,118.0
2024-02-29T00:13:00.000,1.0852,1.08537,1.08517,1.08536,111.0
2024-02-29T00:14:00.000,1.085355,1.085405,1.08533,1.085335,106.0
2024-02-29T00:15:00.000,1.08534,1.08535,1.085275,1.08531,113.0
2024-02-29T00:16:00.000,1.085295,1.08536,1.08524,1.085265,112.0
2024-02-29T00:17:00.000,1.08527,1.085335,1.085215,1.08522,112.0
2024-02-29T00:18:00.000,1.08522,1.085285,1.0852,1.08523,110.0
2024-02-29T00:19:00.000,1.085235,1.08531,1.085195,1.085305,112.0
2024-02-29T00:20:00.000,1.08531,1.085335,1.085275,1.085275,109.0
2024-02-29T00:21:00.000,1.08528,1.08544,1.085225,1.08542,110.0
2024-02-29T00:22:00.000,1.08542,1.085445,1.085195,1.085255,112.0
2024-02-29T00:23:00.000,1.085255,1.085255,1.085115,1.085115,102.0
2024-02-29T00:24:00.000,1.085115,1.085125,1.08498,1.08505,98.0
2024-02-29T00:25:00.000,1.08506,1.085095,1.08498,1.085045,109.0
2024-02-29T00:26:00.000,1.085045,1.085045,1.08492,1.084975,112.0
2024-02-29T00:27:00.000,1.084965,1.085005,1.08487,1.084875,106.0
2024-02-29T00:28:00.000,1.08487,1.084915,1.084845,1.08489,109.0
2024-02-29T00:29:00.000,1.08489,1.08489,1.084785,1.084825,112.0
2024-02-29T00:30:00.000,1.08482,1.08492,1.08477,1.08485,115.0
2024-02-29T00:31:00.000,1.084845,1.085005,1.084835,1.085,118.0
2024-02-29T00:32:00.000,1.084995,1.085005,1.084885,1.084945,110.0
2024-02-29T00:33:00.000,1.084955,1.085005,1.084895,1.08493,106.0
2024-02-29T00:34:00.000,1.08493,1.08496,1.08472,1.084755,114.0
2024-02-29T00:35:00.000,1.084745,1.08475,1.084505,1.084535,112.0
2024-02-29T00:36:00.000,1.08454,1.084575,1.08448,1.08451,116.0
2024-02-29T00:37:00.000,1.084515,1.08452,1.084195,1.08424,112.0
2024-02-29T00:38:00.000,1.084245,1.084285,1.084135,1.084195,114.0
2024-02-29T00:39:00.000,1.084205,1.0845,1.084195,1.08445,104.0
2024-02-29T00:40:00.000,1.08442,1.084525,1.084375,1.08443,119.0
2024-02-29T00:41:00.000,1.08443,1.084555,1.084415,1.084515,107.0
2024-02-29T00:42:00.000,1.08452,1.08454,1.084345,1.0845,113.0
2024-02-29T00:43:00.000,1.084495,1.084505,1.08444,1.0845,113.0
2024-02-29T00:44:00.000,1.084505,1.08452,1.084275,1.08429,116.0
2024-02-29T00:45:00.000,1.084285,1.084295,1.084165,1.08425,111.0
2024-02-29T00:46:00.000,1.08425,1.084285,1.084165,1.0842,115.0
2024-02-29T00:47:00.000,1.08421,1.084305,1.08418,1.084275,115.0
2024-02-29T00:48:00.000,1.084275,1.084355,1.084235,1.084315,110.0
